KE#K,1.0
AT#UW,0.5555555555555556
ZH#Z,1.0
L#Y UW,0.0006258801439524331
ED#T,0.19444444444444445
ED#D,0.8055555555555556
CE#EH,0.25
GH#G,1.0
MCK#M,1.0
IH#AY,1.0
L#HH AH,0.001095290251916758
IY#IY,1.0
UT#UW,1.0
BB#B,1.0
EY#IY,0.9459459459459459
DDT#D,1.0
UY#W,0.6666666666666666
RO#AA,0.75
EA#AH,0.04
TB#T,1.0
DVD#D,1.0
SR#S,1.0
DS#T,1.0
IN#EY,1.0
VS#V,1.0
A#EY,0.06385469223007063
A#ER,0.0004439959636730575
A#EH,0.018768920282542886
CG#G,1.0
X#Z,0.019342359767891684
CDC#S,1.0
X#S,0.0025789813023855577
EO#AW,1.0
NG#NG,0.9633507853403142
TS#T,0.5
T#TH,0.000373943609303717
U#AO,0.0005875440658049354
AO#AW,0.5
E#IY,0.11374498183903652
PHLC#P,1.0
KS#S,1.0
KM#K,1.0
NG#T,0.02617801047120419
NG#Z,0.010471204188481676
FF#F,1.0
UY#IY,0.16666666666666666
I#IH,0.5294456941800773
OE#OW,1.0
OI#OY,0.8333333333333334
CE#AH,0.041666666666666664
NS#N,0.14285714285714285
GR#R,0.8571428571428571
GR#S,0.14285714285714285
SS#S,0.9583333333333334
A#IY,0.00012108980827447023
CQ#K,1.0
CH#HH,0.027777777777777776
J#ZH,0.013480392156862746
RU#AH,0.5
ING#UW,1.0
S#N,7.01655907942745e-05
TR#R,1.0
S#S,0.7720319955094022
M#M IH,0.0015885623510722795
TX#T,1.0
S#EH,0.000140331181588549
IO#EY,0.01694915254237288
R#IH,7.763372408974459e-05
R#IY,0.00038816862044872293
CK#K,1.0
BE#B,1.0
SB#B,1.0
UY#UW,0.16666666666666666
HN#N,1.0
E#Y,0.0031861339450710508
E#T,6.372267890142101e-05
E#W,6.372267890142101e-05
E#V,0.00019116803670426305
E#S,0.00025489071560568405
E#G,6.372267890142101e-05
GG#G,1.0
KKK#K,1.0
N#N,0.9361209179170344
ECT#CH,0.5
DN#D,1.0
HIAA#EY,1.0
CA#T,0.5
IW#IH,1.0
L#Y AH,0.00031294007197621654
PM#P,1.0
UK#Y,1.0
GS#G,0.16666666666666666
UE#AH,0.05357142857142857
XI#IH,1.0
T#SH Y,0.0001495774437214868
L#L IH,0.000547645125958379
IJN#IY,1.0
H#HH Y,0.05828071879553181
N#NG,0.05466681376875552
Z#Z,0.7449664429530202
Z#T,0.03820340733092411
Z#S,0.21631388745482705
LL#L,1.0
FDF#CH,1.0
RO#AO,0.25
XO#AA,1.0
L#L IY,0.0014864653418870286
O#R,6.498570314530803e-05
O#Y,0.00012997140629061605
UI#UH,0.25
UI#UW,0.25
M#M AA,0.00011346873936230568
YO#OW,0.2
M#M AE,0.006127311925564507
M#M AH,0.04118915238851696
SC#K,0.3333333333333333
SC#S,0.3333333333333333
M#M AY,0.0022693747872461136
B#B Y,0.03324313877077696
TA#S,1.0
AL#AH,1.0
LI#AY,0.3333333333333333
T#L Y,7.47887218607434e-05
HA#AH,1.0
L#S AH,0.0036770458457205447
O#OW,0.4506758513127112
O#OY,0.00012997140629061605
L#N,7.823501799405414e-05
E#OW,6.372267890142101e-05
L#V,7.823501799405414e-05
L#S,7.823501799405414e-05
L#Z,7.823501799405414e-05
AR#ER,1.0
KN#N,0.6666666666666666
BA#M,0.5
IO#AO,0.00847457627118644
RE#ER,0.0196078431372549
ME#M,1.0
L#S EH,7.823501799405414e-05
SC#SH,0.3333333333333333
WA#EH,1.0
OR#Y,0.012987012987012988
PX#P,1.0
F#F Y,0.051365674684060336
L#R AH,0.0007041151619464872
L#R AA,7.823501799405414e-05
X#K SH,0.01160541586073501
OR#ER,0.987012987012987
L#EH,7.823501799405414e-05
O#AW,0.0011697426566155446
O#AO,0.14953210293735378
O#AA,0.1950220951390694
L#L OW,0.00015647003598810827
F#F,0.9478189971463514
F#V,0.00040766408479412964
H#HH,0.9402622632345798
ART#UW,1.0
LA#AA,0.3333333333333333
AT#W,0.4444444444444444
AA#EY,0.5
DNC#D,1.0
CMX#K,1.0
KN#K,0.3333333333333333
AN#AY,0.25
JC#CH,1.0
IG#UW,1.0
EW#W,0.09302325581395349
EW#Y,0.13953488372093023
HT#T,1.0
LP#P,1.0
NX#N,1.0
GNC#JH,1.0
RA#S,0.2
L#Y OW,7.823501799405414e-05
KK#K,1.0
IA#AA,0.041666666666666664
IA#AH,0.8958333333333334
PE#P,1.0
CD#S,1.0
GN#N,1.0
I#AA,0.0006344811674453481
AI#EY,0.7666666666666667
I#AY,0.06996596873738248
TE#T,1.0
WS#D,1.0
FX#F,1.0
I#EH,0.0002884005306569764
I#EY,0.0003460806367883717
CDR#S,1.0
HI#IH,1.0
NS#SH,0.7142857142857143
HM#M,1.0
YN#N,1.0
PPM#P,1.0
CHS#CH,1.0
DT#T,0.5
DT#D,0.5
T#SH,0.013312392491212325
UH#UW,1.0
XA#AH,1.0
T#S,0.0002243661655822302
T#N,7.47887218607434e-05
T#K,7.47887218607434e-05
T#D,0.0002991548874429736
OY#OY,1.0
AI#AY,0.06666666666666667
YH#HH,1.0
I#IY,0.2908807752206264
YO#AA,0.2
YO#AH,0.6
CY#IY,1.0
LA#EH,0.2222222222222222
O#EY,6.498570314530803e-05
LBS#P,1.0
IO#AH,0.9661016949152542
L#OW EH,7.823501799405414e-05
AA#AH,0.5
EN#EY,0.5
CO#M,1.0
H#L,0.00048567265662943174
ZI#IY,0.3333333333333333
M#M Y,0.022466810393736526
C#K Y,0.0410958904109589
M#M EH,0.00011346873936230568
V#V,0.9971014492753624
V#F,0.002173913043478261
V#K,0.00036231884057971015
V#N,0.00036231884057971015
LF#S,1.0
A#IH,0.0016145307769929364
Y#IH,0.13181562675660483
EW#EH,0.023255813953488372
PR#R,1.0
L#L,0.9033797527773432
AN#UW,0.25
NA#K,1.0
CA#K,0.5
X#SH,0.0012894906511927789
EI#EY,0.047619047619047616
YE#IH,1.0
IR#ER,1.0
SA#EH,1.0
HTL#T,1.0
OA#OW,0.9
SO#OW,0.06666666666666667
SZ#S,0.5
U#UW,0.3707403055229142
U#UH,0.0572855464159812
TS#Z,0.5
OFC#OW,1.0
S#ZH,0.002736458040976705
EY#EY,0.05405405405405406
ET#T,1.0
LI#IH,0.6666666666666666
RA#EY,0.6
STS#N,1.0
BU#L,1.0
U#AH,0.4482961222091657
LS#Z,1.0
OW#AW,0.4
OW#AO,0.2
J#Y,0.22058823529411764
L#W AH,0.002190580503833516
CI#AY,1.0
P#P Y,0.03539486203615604
U#IH,0.010282021151586369
CE#S,0.7083333333333334
TTL#T,1.0
GE#JH,1.0
AO#AO,0.5
IE#EH,0.0625
ZI#T,0.6666666666666666
EI#IH,0.047619047619047616
OO#UH,0.5714285714285714
OO#UW,0.42857142857142855
HL#L,1.0
R#ER,0.004968558341743654
CKL#K,1.0
SI#IY,1.0
A#AE,0.259656912209889
A#AA,0.25493440968718467
A#AO,0.011503531786074672
A#AH,0.38704339051463166
A#AW,8.072653884964683e-05
A#AY,0.0005247225025227044
O#IY,6.498570314530803e-05
G#ZH,0.002008480249944209
SH#SH,1.0
H#TH,0.00048567265662943174
