T#TTL,0.0001494656602645542
F AH#L,1.0
M EH#M,1.0
ZH#S,0.639344262295082
ZH#X,0.01639344262295082
ZH#Z,0.01639344262295082
ZH#G,0.14754098360655737
ZH#J,0.18032786885245902
K#KE,0.0009042408897730356
K#KH,9.042408897730355e-05
K#KK,9.042408897730355e-05
K#KM,0.0001808481779546071
K#KN,9.042408897730355e-05
AA#YO,0.00010689470871191876
T#TH,7.47328301322771e-05
T#TE,0.010163664897989687
T#TB,7.47328301322771e-05
T#TX,7.47328301322771e-05
T#TT,0.0010462596218518796
T#TV,0.00022419849039683132
T#TS,7.47328301322771e-05
EH#RA,0.00013000520020800833
T#ECT,7.47328301322771e-05
T#C,0.00022419849039683132
T Y#T,1.0
IY#IE,0.0053162634262775305
R#YS,7.749535027898326e-05
IY#IY,0.00010849517196484756
ER#RE,0.0016806722689075631
N#YN,5.8558294782455936e-05
IY#RI,0.00021699034392969513
K#CKL,0.0001808481779546071
R#O,7.749535027898326e-05
L#L,0.9925219185146983
UW#UU,0.0007374631268436578
IH#EI,8.048289738430584e-05
IH#EE,0.0005633802816901409
W#UY,0.0024937655860349127
Y AH#L,1.0
HH#H,0.9877551020408163
T#HT,7.47328301322771e-05
B#NK,0.00039872408293460925
HH#G,0.0005102040816326531
UW#UH,0.0003687315634218289
S#UX,0.0001592229918000159
K Y#K,0.16121495327102803
Y OW#L,1.0
K Y#C,0.7710280373831776
K Y#Q,0.011682242990654205
M Y#M,1.0
AO#AU,0.004198473282442748
AO#AO,0.0003816793893129771
K#CQ,0.0002712722669319107
K#CT,9.042408897730355e-05
K#CH,0.0019893299575006783
K#CK,0.0018989058685233745
K#CA,9.042408897730355e-05
Z AH M#SM,0.9172932330827067
B#B,0.9970095693779905
AY#CI,0.002398081534772182
K#CMX,9.042408897730355e-05
G AH#L,1.0
R AH#L,1.0
NG#G,0.0008496176720475786
IH#YE,8.048289738430584e-05
F Y#F,1.0
R#PR,7.749535027898326e-05
W#AN,0.0012468827930174563
W#AT,0.0024937655860349127
Z#TS,0.00020542317173377156
ER#IR,0.010084033613445379
AH#SO,0.0006559527714004591
D#DMZ,0.00011741223435481978
M#BA,0.00012166930283489475
R#TR,0.00023248605083694979
UW#BA,0.0003687315634218289
K R#CC,1.0
EH#IE,0.0006500260010400416
EH#IA,0.00013000520020800833
D#DVD,0.00011741223435481978
T#ET,0.0009715267917196024
T#ED,0.0015693894327778193
AY#AI,0.001199040767386091
EH#AI,0.0006500260010400416
S#L,7.961149590000795e-05
S#I,7.961149590000795e-05
S#E,0.0003184459836000318
S#C,0.08223867526470822
S#Z,0.033357216782103336
S#Y,0.0006368919672000636
S#X,0.0003184459836000318
S#T,0.0002388344877000239
S#S,0.8759652893877876
S#R,7.961149590000795e-05
IH#UI,0.00016096579476861168
UW#ART,0.0003687315634218289
P Y#P,1.0
OW#E,0.00014367816091954023
OW#O,0.9964080459770115
IY#II,0.00010849517196484756
